pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc,behavior__math_all_objects_36ab389c,behavior__math_delimiter_tests_c9d034dc,superdoc_chain,behavior__math_all_objects_36ab389c.docx,behavior__math_delimiter_tests_c9d034dc.docx,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.docx,,MISSING,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__ooxml_bold_vals_demo_9e688d8f,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822,super_editor__ooxml_bold_vals_demo_9e688d8f,superdoc_chain,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822.docx,super_editor__ooxml_bold_vals_demo_9e688d8f.docx,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__ooxml_bold_vals_demo_9e688d8f_redline.docx,,MISSING,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__ooxml_bold_vals_demo_9e688d8f_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_bold_vals_demo_9e688d8f_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed,super_editor__ooxml_bold_vals_demo_9e688d8f,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed,superdoc_chain,super_editor__ooxml_bold_vals_demo_9e688d8f.docx,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed.docx,super_editor__ooxml_bold_vals_demo_9e688d8f_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_redline.docx,,MISSING,super_editor__ooxml_bold_vals_demo_9e688d8f_super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed,super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21,superdoc_chain,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed.docx,super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21.docx,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21_redline.docx,,MISSING,super_editor__ooxml_color_rstyle_linked_combos_demo_23e43bed_super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21_super_editor__ooxml_italic_rstyle_combos_demo_90894ac1,super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1,superdoc_chain,super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21.docx,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1.docx,super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21_super_editor__ooxml_italic_rstyle_combos_demo_90894ac1_redline.docx,,MISSING,super_editor__ooxml_highlight_rstyle_linked_combos__eb448e21_super_editor__ooxml_italic_rstyle_combos_demo_90894ac1_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_italic_rstyle_combos_demo_90894ac1_super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1,super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de,superdoc_chain,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1.docx,super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de.docx,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1_super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de_redline.docx,,MISSING,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1_super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de_super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552,super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552,superdoc_chain,super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de.docx,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552.docx,super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de_super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552_redline.docx,,MISSING,super_editor__ooxml_rFonts_rstyle_linked_combos_dem_213298de_super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3,superdoc_chain,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552.docx,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3.docx,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_redline.docx,,MISSING,super_editor__ooxml_size_rstyle_linked_combos_demo_017c9552_super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_super_editor__ooxml_underline_rstyle_linked_combos__a40afe78,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3,super_editor__ooxml_underline_rstyle_linked_combos__a40afe78,superdoc_chain,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3.docx,super_editor__ooxml_underline_rstyle_linked_combos__a40afe78.docx,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_super_editor__ooxml_underline_rstyle_linked_combos__a40afe78_redline.docx,,MISSING,super_editor__ooxml_strike_rstyle_linked_combos_dem_b8167cd3_super_editor__ooxml_underline_rstyle_linked_combos__a40afe78_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_underline_rstyle_linked_combos__a40afe78_super_editor__orderedlist_interrupted1_a3cd0dd3,super_editor__ooxml_underline_rstyle_linked_combos__a40afe78,super_editor__orderedlist_interrupted1_a3cd0dd3,superdoc_chain,super_editor__ooxml_underline_rstyle_linked_combos__a40afe78.docx,super_editor__orderedlist_interrupted1_a3cd0dd3.docx,super_editor__ooxml_underline_rstyle_linked_combos__a40afe78_super_editor__orderedlist_interrupted1_a3cd0dd3_redline.docx,,MISSING,super_editor__ooxml_underline_rstyle_linked_combos__a40afe78_super_editor__orderedlist_interrupted1_a3cd0dd3_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__orderedlist_interrupted1_a3cd0dd3_super_editor__page_numbering_examples_13edaf84,super_editor__orderedlist_interrupted1_a3cd0dd3,super_editor__page_numbering_examples_13edaf84,superdoc_chain,super_editor__orderedlist_interrupted1_a3cd0dd3.docx,super_editor__page_numbering_examples_13edaf84.docx,super_editor__orderedlist_interrupted1_a3cd0dd3_super_editor__page_numbering_examples_13edaf84_redline.docx,,MISSING,super_editor__orderedlist_interrupted1_a3cd0dd3_super_editor__page_numbering_examples_13edaf84_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__page_numbering_examples_13edaf84_super_editor__pagination_blank_2a98ed7a,super_editor__page_numbering_examples_13edaf84,super_editor__pagination_blank_2a98ed7a,superdoc_chain,super_editor__page_numbering_examples_13edaf84.docx,super_editor__pagination_blank_2a98ed7a.docx,super_editor__page_numbering_examples_13edaf84_super_editor__pagination_blank_2a98ed7a_redline.docx,,MISSING,super_editor__page_numbering_examples_13edaf84_super_editor__pagination_blank_2a98ed7a_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__pagination_blank_2a98ed7a_super_editor__pagination_with_hard_break_8ce8c157,super_editor__pagination_blank_2a98ed7a,super_editor__pagination_with_hard_break_8ce8c157,superdoc_chain,super_editor__pagination_blank_2a98ed7a.docx,super_editor__pagination_with_hard_break_8ce8c157.docx,super_editor__pagination_blank_2a98ed7a_super_editor__pagination_with_hard_break_8ce8c157_redline.docx,,MISSING,super_editor__pagination_blank_2a98ed7a_super_editor__pagination_with_hard_break_8ce8c157_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__pagination_with_hard_break_8ce8c157_super_editor__paragraph_indent_normal_styles_85fe82d8,super_editor__pagination_with_hard_break_8ce8c157,super_editor__paragraph_indent_normal_styles_85fe82d8,superdoc_chain,super_editor__pagination_with_hard_break_8ce8c157.docx,super_editor__paragraph_indent_normal_styles_85fe82d8.docx,super_editor__pagination_with_hard_break_8ce8c157_super_editor__paragraph_indent_normal_styles_85fe82d8_redline.docx,,MISSING,super_editor__pagination_with_hard_break_8ce8c157_super_editor__paragraph_indent_normal_styles_85fe82d8_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__paragraph_indent_normal_styles_85fe82d8_super_editor__paragraph_pPr_variations_a7653eb1,super_editor__paragraph_indent_normal_styles_85fe82d8,super_editor__paragraph_pPr_variations_a7653eb1,superdoc_chain,super_editor__paragraph_indent_normal_styles_85fe82d8.docx,super_editor__paragraph_pPr_variations_a7653eb1.docx,super_editor__paragraph_indent_normal_styles_85fe82d8_super_editor__paragraph_pPr_variations_a7653eb1_redline.docx,,MISSING,super_editor__paragraph_indent_normal_styles_85fe82d8_super_editor__paragraph_pPr_variations_a7653eb1_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__paragraph_pPr_variations_a7653eb1_super_editor__paragraph_spacing_missing_de418c38,super_editor__paragraph_pPr_variations_a7653eb1,super_editor__paragraph_spacing_missing_de418c38,superdoc_chain,super_editor__paragraph_pPr_variations_a7653eb1.docx,super_editor__paragraph_spacing_missing_de418c38.docx,super_editor__paragraph_pPr_variations_a7653eb1_super_editor__paragraph_spacing_missing_de418c38_redline.docx,,MISSING,super_editor__paragraph_pPr_variations_a7653eb1_super_editor__paragraph_spacing_missing_de418c38_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__paragraph_spacing_missing_de418c38_super_editor__pci_table_dc840852,super_editor__paragraph_spacing_missing_de418c38,super_editor__pci_table_dc840852,superdoc_chain,super_editor__paragraph_spacing_missing_de418c38.docx,super_editor__pci_table_dc840852.docx,super_editor__paragraph_spacing_missing_de418c38_super_editor__pci_table_dc840852_redline.docx,,MISSING,super_editor__paragraph_spacing_missing_de418c38_super_editor__pci_table_dc840852_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__pci_table_dc840852_super_editor__pre_separated_list_bd330d28,super_editor__pci_table_dc840852,super_editor__pre_separated_list_bd330d28,superdoc_chain,super_editor__pci_table_dc840852.docx,super_editor__pre_separated_list_bd330d28.docx,super_editor__pci_table_dc840852_super_editor__pre_separated_list_bd330d28_redline.docx,,MISSING,super_editor__pci_table_dc840852_super_editor__pre_separated_list_bd330d28_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__pre_separated_list_bd330d28_super_editor__python_docx_comment_test_501f21cb,super_editor__pre_separated_list_bd330d28,super_editor__python_docx_comment_test_501f21cb,superdoc_chain,super_editor__pre_separated_list_bd330d28.docx,super_editor__python_docx_comment_test_501f21cb.docx,super_editor__pre_separated_list_bd330d28_super_editor__python_docx_comment_test_501f21cb_redline.docx,,MISSING,super_editor__pre_separated_list_bd330d28_super_editor__python_docx_comment_test_501f21cb_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__python_docx_comment_test_501f21cb_super_editor__restart_numbering_sub_list_85ddcb79,super_editor__python_docx_comment_test_501f21cb,super_editor__restart_numbering_sub_list_85ddcb79,superdoc_chain,super_editor__python_docx_comment_test_501f21cb.docx,super_editor__restart_numbering_sub_list_85ddcb79.docx,super_editor__python_docx_comment_test_501f21cb_super_editor__restart_numbering_sub_list_85ddcb79_redline.docx,,MISSING,super_editor__python_docx_comment_test_501f21cb_super_editor__restart_numbering_sub_list_85ddcb79_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__restart_numbering_sub_list_85ddcb79_super_editor__sd_1480_two_col_index_0138dccc,super_editor__restart_numbering_sub_list_85ddcb79,super_editor__sd_1480_two_col_index_0138dccc,superdoc_chain,super_editor__restart_numbering_sub_list_85ddcb79.docx,super_editor__sd_1480_two_col_index_0138dccc.docx,super_editor__restart_numbering_sub_list_85ddcb79_super_editor__sd_1480_two_col_index_0138dccc_redline.docx,,MISSING,super_editor__restart_numbering_sub_list_85ddcb79_super_editor__sd_1480_two_col_index_0138dccc_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1480_two_col_index_0138dccc_super_editor__sd_1480_two_col_tab_positions_00953280,super_editor__sd_1480_two_col_index_0138dccc,super_editor__sd_1480_two_col_tab_positions_00953280,superdoc_chain,super_editor__sd_1480_two_col_index_0138dccc.docx,super_editor__sd_1480_two_col_tab_positions_00953280.docx,super_editor__sd_1480_two_col_index_0138dccc_super_editor__sd_1480_two_col_tab_positions_00953280_redline.docx,,MISSING,super_editor__sd_1480_two_col_index_0138dccc_super_editor__sd_1480_two_col_tab_positions_00953280_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__sd_1494_table_left_indent_03277d35,super_editor__sd_1480_two_col_tab_positions_00953280,super_editor__sd_1494_table_left_indent_03277d35,superdoc_chain,super_editor__sd_1480_two_col_tab_positions_00953280.docx,super_editor__sd_1494_table_left_indent_03277d35.docx,super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__sd_1494_table_left_indent_03277d35_redline.docx,,MISSING,super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__sd_1494_table_left_indent_03277d35_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1494_table_left_indent_03277d35_super_editor__sd_1495_auto_page_break_2_f0f3bf0e,super_editor__sd_1494_table_left_indent_03277d35,super_editor__sd_1495_auto_page_break_2_f0f3bf0e,superdoc_chain,super_editor__sd_1494_table_left_indent_03277d35.docx,super_editor__sd_1495_auto_page_break_2_f0f3bf0e.docx,super_editor__sd_1494_table_left_indent_03277d35_super_editor__sd_1495_auto_page_break_2_f0f3bf0e_redline.docx,,MISSING,super_editor__sd_1494_table_left_indent_03277d35_super_editor__sd_1495_auto_page_break_2_f0f3bf0e_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1495_auto_page_break_2_f0f3bf0e_super_editor__sd_1495_auto_page_break_854a2dd9,super_editor__sd_1495_auto_page_break_2_f0f3bf0e,super_editor__sd_1495_auto_page_break_854a2dd9,superdoc_chain,super_editor__sd_1495_auto_page_break_2_f0f3bf0e.docx,super_editor__sd_1495_auto_page_break_854a2dd9.docx,super_editor__sd_1495_auto_page_break_2_f0f3bf0e_super_editor__sd_1495_auto_page_break_854a2dd9_redline.docx,,MISSING,super_editor__sd_1495_auto_page_break_2_f0f3bf0e_super_editor__sd_1495_auto_page_break_854a2dd9_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1495_auto_page_break_854a2dd9_super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b,super_editor__sd_1495_auto_page_break_854a2dd9,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b,superdoc_chain,super_editor__sd_1495_auto_page_break_854a2dd9.docx,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b.docx,super_editor__sd_1495_auto_page_break_854a2dd9_super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_redline.docx,,MISSING,super_editor__sd_1495_auto_page_break_854a2dd9_super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_super_editor__sd_1919_word_mixed_33e049ca,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b,super_editor__sd_1919_word_mixed_33e049ca,superdoc_chain,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b.docx,super_editor__sd_1919_word_mixed_33e049ca.docx,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_super_editor__sd_1919_word_mixed_33e049ca_redline.docx,,MISSING,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_super_editor__sd_1919_word_mixed_33e049ca_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1919_word_mixed_33e049ca_super_editor__sd_1919_word_simple_e3a4a818,super_editor__sd_1919_word_mixed_33e049ca,super_editor__sd_1919_word_simple_e3a4a818,superdoc_chain,super_editor__sd_1919_word_mixed_33e049ca.docx,super_editor__sd_1919_word_simple_e3a4a818.docx,super_editor__sd_1919_word_mixed_33e049ca_super_editor__sd_1919_word_simple_e3a4a818_redline.docx,,MISSING,super_editor__sd_1919_word_mixed_33e049ca_super_editor__sd_1919_word_simple_e3a4a818_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1919_word_simple_e3a4a818_super_editor__sd_1919_word_table_74726d6c,super_editor__sd_1919_word_simple_e3a4a818,super_editor__sd_1919_word_table_74726d6c,superdoc_chain,super_editor__sd_1919_word_simple_e3a4a818.docx,super_editor__sd_1919_word_table_74726d6c.docx,super_editor__sd_1919_word_simple_e3a4a818_super_editor__sd_1919_word_table_74726d6c_redline.docx,,MISSING,super_editor__sd_1919_word_simple_e3a4a818_super_editor__sd_1919_word_table_74726d6c_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1919_word_table_74726d6c_super_editor__sd_2534_collab_export_f3c7fdf7,super_editor__sd_1919_word_table_74726d6c,super_editor__sd_2534_collab_export_f3c7fdf7,superdoc_chain,super_editor__sd_1919_word_table_74726d6c.docx,super_editor__sd_2534_collab_export_f3c7fdf7.docx,super_editor__sd_1919_word_table_74726d6c_super_editor__sd_2534_collab_export_f3c7fdf7_redline.docx,,MISSING,super_editor__sd_1919_word_table_74726d6c_super_editor__sd_2534_collab_export_f3c7fdf7_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_2534_collab_export_f3c7fdf7_super_editor__sd_2766_pirates_tracked_changes_3285d875,super_editor__sd_2534_collab_export_f3c7fdf7,super_editor__sd_2766_pirates_tracked_changes_3285d875,superdoc_chain,super_editor__sd_2534_collab_export_f3c7fdf7.docx,super_editor__sd_2766_pirates_tracked_changes_3285d875.docx,super_editor__sd_2534_collab_export_f3c7fdf7_super_editor__sd_2766_pirates_tracked_changes_3285d875_redline.docx,,MISSING,super_editor__sd_2534_collab_export_f3c7fdf7_super_editor__sd_2766_pirates_tracked_changes_3285d875_redline.pdf,MISSING,accepted_docx; pdf_accepted
